id,created_at,name,price,unit,category
491a7579-8548-420e-9b8f-043e5c37cf25,2026-04-23 06:36:52.601749+00,Tinapa salinas,280,Kg,Food
4b89160c-5313-4525-9fc3-5b9889620b85,2026-04-18 13:29:12.066401+00,Basmati rice,220,Kg.,Food
4e19246c-bf22-43fe-9758-765ad63101a7,2026-02-18 16:30:51.958583+00,Marble Potato,100,kg,Vegetables
4e37c381-a20f-45d3-a712-a44a12e4e73d,2026-03-04 01:11:49.309214+00,Grapes\australia,380,Kg,Fruits
4ed17302-e223-4ac1-b72a-413a89565f0d,2026-02-18 16:31:01.585027+00,Mura,250,kg,Vegetables
50c3a0fc-e070-4f67-86e1-aeddb258fffa,2026-05-07 02:11:15.755535+00,Pampano,620,Kg.,Food
52d69e91-19fe-40ce-9fe4-e0a2662f68e7,2026-03-04 06:19:34.89313+00,Fresh Peanuts,150,Kg,Vegetables
551463d4-2f10-44f0-b81c-f5cdfdecdb6e,2026-03-25 05:49:26.608903+00,Okra,240,Kg,Vegetables
589eafa2-5cf9-4b1f-b6ac-f2c0acfc2438,2026-02-19 01:26:22.857848+00,Talong,120,kg,Vegetables
59fda879-4416-4811-8525-382ba4025e9b,2026-02-18 16:24:57.539544+00,Carrots (Baguio),160,kg,Vegetables
5a46d890-df51-4602-8709-e9e0470c0d0d,2026-02-19 01:30:16.658183+00,Pancit Canton,55,pack,Food
5c029e37-ab22-4670-bb6c-7d65bbcabada,2026-02-19 01:31:08.982299+00,Sotanghon,50,pack,Food
5c06a399-6e2f-41c3-8e48-29d288e5a4f2,2026-02-18 16:22:07.363614+00,Watermelon Red Pahaba,75,kg,Fruits
5eb34637-47b2-4c28-b3e0-4d49468298c5,2026-02-18 16:33:16.974615+00,Petchay Tagalog,30,tali,Vegetables
61ec3b8a-0ecc-4f52-a61c-e3804ba3f4fd,2026-02-18 16:16:23.151627+00,Papaya (Davao),80,kg,Fruits
6c1738d9-5b32-4750-ab83-70b602cb577d,2026-04-16 02:27:26.794705+00,Mangga green,140,Kg,Fruits
6d6388c0-5a25-44b9-95ce-b26d7e09e65b,2026-02-19 01:26:48.974415+00,Toge,50,pack,Vegetables
6e33061e-ecd0-4de7-8446-b13711ba5da8,2026-03-19 03:12:01.169268+00,Hipon,700,Kg,Food
6eab607e-324e-4ffd-a0a1-d7aa0055c181,2026-02-18 16:28:09.667134+00,Kamote,110,kg,Vegetables
713d0755-aeb3-4b0c-94a9-1d1298967257,2026-02-18 16:32:33.931183+00,Parsley,400,kg,Vegetables
734cf41d-c35e-44f8-a84a-838638c99781,2026-02-19 01:26:00.086839+00,Singkamas,70,kg,Vegetables
75437c55-b5f1-450c-913f-830df3e14600,2026-02-19 01:25:32.349453+00,Sigarilyas,150,kg,Vegetables
75ac4535-2311-40bd-9d33-05a7151ff5a7,2026-02-26 05:58:04.657747+00,Indian mango,60,Kg,Fruits
78844768-f5b5-4848-be12-19e6d1bbb7a3,2026-02-18 16:18:03.014302+00,Melon,135,kg,Fruits
7a4f8da0-9fb9-4b51-b1a3-b50560cfc0d9,2026-03-03 23:12:43.587444+00,Zucchini,140,kg,Vegetables
7dc470dc-d61e-4fe0-b6e4-d9eb9ca31bb1,2026-02-18 16:26:09.194687+00,Dahon Sili,25,tali,Vegetables
7ddb0d8f-2787-40d8-88a3-cdca378db7ea,2026-02-19 01:29:35.934432+00,Fried Garlic,170,pack,Food
7ee7a948-eff4-4d4d-803d-fb93b6d24d85,2026-03-04 04:06:25.548517+00,Ponkan,100,(4Pcs),Fruits
809fb934-385d-45c3-97c8-864978cd7b01,2026-02-19 01:25:20.713213+00,Sayote,120,kg,Vegetables
8129d45d-17c5-410c-b128-ff2c78e49a86,2026-05-15 03:48:52.663596+00,Uling,25,Pack,Dry goods
827b44dd-d272-4feb-b64f-00fcd2e6bd46,2026-03-04 01:51:11.649383+00,Avocado davao,220,Kg.,Fruits
834acfba-59d3-4972-a3ed-b06108a19469,2026-03-03 23:16:43.514522+00,Onion (White Imported),130,kg,Vegetables
843a9adc-5231-4a60-8d25-07bf7602da65,2026-02-18 16:23:34.211165+00,Bawang,180,kg,Vegetables
858ff2ec-c02e-4725-b218-3eb5b7b2cd74,2026-02-19 01:28:27.040901+00,Fresh Alamang,60,pack,Food
85ed4c2a-dc78-460b-8ffe-10166b444d0c,2026-03-11 08:50:27.474488+00,Water melon seedless,100,Kg,Fruits
85f8beae-1aaf-4bc5-ac28-3c926d5425dc,2026-05-07 02:10:47.608138+00,"Shrimp big ",760,Kg.,Food
8dd76f56-be57-4811-90e6-54d1707d5a65,2026-02-18 16:26:40.966797+00,Gabi Laman,80,kg,Vegetables
8e9f5ff8-0c54-4659-826d-d67ab8918eea,2026-02-19 01:29:25.027055+00,Fresh Miso,40,pack,Food
8f474016-fc00-48a6-8819-1e7b0183b889,2026-02-18 16:25:42.338954+00,Cauliflower,160,kg,Vegetables
90c72093-91bb-4b65-952d-b0be628e6ad6,2026-02-19 01:29:46.78337+00,Monggo,60,pack,Food
964a70bf-b4e3-47d0-a74d-e81f521a445a,2026-04-18 13:45:50.855943+00,Dried kamias,50,Pack,Food
974a4624-4fb0-438f-ba29-4b4cf28fd2bf,2026-02-19 01:29:54.434647+00,Miswa,50,pack,Food
98a698d8-6ac6-4891-b5b8-673a23882656,2026-02-18 16:17:38.973545+00,Kiwi,50,pc,Fruits
98b9501a-ab2b-4831-bb0b-f942740b8372,2026-05-13 01:49:57.754616+00,Seneguelas,150,Kg,Fruits
98e6aec0-08d0-4cdf-a350-f6f1b2c8cbbb,2026-02-18 16:18:33.946615+00,Pear,50,pc,Fruits
9a10f82c-d334-4047-bfe7-853320a6cc66,2026-02-18 16:22:21.050308+00,Watermelon Yellow Pahaba,75,kg,Fruits
9b5abc33-d1b2-4d38-8024-83248947361f,2026-02-18 16:25:18.811452+00,Celery,150,kg,Vegetables
9bfb9331-cf21-441d-97c8-ca2c157aa2ef,2026-02-19 01:30:03.155315+00,Pancit Bihon,55,pack,Food
a169f35f-75d4-4602-9c3a-45d201877536,2026-03-18 08:07:07.888393+00,Dahon saluyot,25,Tali,Vegetables
a177d299-18e8-4816-b426-24627f3f57ef,2026-02-18 16:33:29.713398+00,Pipino,150,kg,Vegetables
a3897b03-2f2e-42e7-aa75-b696a9b1b007,2026-02-18 16:24:20.142088+00,Brocolli,250,kg,Vegetables
a4b65c6e-46a6-4854-a3c6-37294035c0cf,2026-02-19 01:28:09.807923+00,Dry Dilis Puti,450,kg,Food
a5f448b3-a82d-40fe-ba8e-09c97c8b29d6,2026-02-18 16:28:32.848321+00,Kang Kong,25,tali,Vegetables
a714e444-0651-494b-afc4-1204a32807f5,2026-02-19 01:26:57.204843+00,Upo,80,pc,Vegetables
a75b4a4f-73cc-4740-a7c9-26a1053e7122,2026-02-18 16:17:47.287024+00,Lemon,45,pc,Fruits
a7f29370-b1f7-4f89-a7de-8c50731354ad,2026-03-13 03:05:44.302771+00,Pampano,590,Kg.,Food
a9e05292-8418-4321-8547-4a449571878a,2026-02-19 01:25:52.753038+00,Sili Sigang,160,kg,Vegetables
aaed156d-7738-415c-858f-c73601f67f66,2026-02-19 01:24:38.322429+00,Repolyo,90,kg,Vegetables
acec054e-4313-499c-ac07-47e9addaa5bd,2026-05-28 10:46:43.551216+00,Guyabano,110,Kg,Fruits
afd9ddcc-9fea-4af6-ae72-484f932b557a,2026-02-19 01:30:49.265122+00,Quail Egg,90," (20pcs)",Food
b0a9d46b-2fc3-4c67-9975-a7302260c82c,2026-02-18 16:22:39.169628+00,Alogbati,30,tali,Vegetables
b46a8db5-258c-45ab-bced-371e5fd1e6ae,2026-03-04 00:40:51.320284+00,Egg large,270,Tray,Food
b60856a0-4f9b-4719-90ad-441efbe43922,2026-02-19 01:32:07.697865+00,Wrapper Lumpia (Med),65,bundle,Food
b62b5825-7f87-4f1b-b1be-e2d79bbf722f,2026-03-19 03:12:24.492207+00,Tahong,280,Kg,Food
b812edca-2105-435d-99dd-c1b27dc3dd7f,2026-03-13 03:03:53.369076+00,Pompano fish,590,Kg,Food
b881f98a-02a6-46cf-aeb7-0f0fa98ed9cc,2026-03-18 01:37:05.962722+00,Onion (White Local),130,Kg,Vegetables
b8a28651-712c-4b61-9fb8-b1acf6d92f01,2026-03-04 04:58:35.130925+00,Gg. Tinapa,550,Kg.,Food
ba58cd8c-a854-4072-b424-ef590f48e9c8,2026-03-19 03:11:36.622705+00,Galunggong,450,Kg,Food
bd63c719-afb9-44b9-9d27-9e55316a408d,2026-02-18 16:25:30.18449+00,Chicharo,500,kg,Vegetables
bd852254-c7d7-48e8-b328-f90e8d7fffd1,2026-05-07 02:09:51.331971+00,Yellow fin tuna,650,Kg.,Food
bd9e67bb-ccb4-48d7-ad4f-d3be2982af88,2026-05-26 03:22:12.547324+00,"Lanka hinog ",160,Kg,"Fruits "
c023beea-76f6-44ab-944c-d5af3858346c,2026-02-18 16:31:52.293704+00,Okra,30,tali,Vegetables
c8c5f721-054b-485a-86b5-063b3f062fb4,2026-02-19 01:27:45.938726+00,Young Corn,45,pack,Vegetables
cab9df14-d703-4e77-beb7-2d6a99e3cf5e,2026-04-09 09:03:29.595451+00,Egg (xl),285,Tray,Food
cf30b82a-16bc-440a-87d5-866ea73217dc,2026-02-18 16:16:01.962202+00,Lacatan (Davao),150,kg,Fruits
d3878284-eff8-45d9-852f-db6fa28103f5,2026-02-19 01:31:46.184847+00,Wrapper Lumpia (Big),75,bundle,Food
d3cefe24-b5ba-4a6a-9668-ccb803fad4e9,2026-02-18 16:30:24.724305+00,Luya (Imported),170,kg,Vegetables
d6101a72-c50a-4e45-b63e-63f495f97b06,2026-02-18 16:29:36.275741+00,Lemongrass/Tanglad,50,tali,Vegetables
da339961-daa9-4a2b-8a42-23b104a3e38c,2026-02-18 16:23:58.397645+00,Bell Pepper (Red/Green),250,kg,Vegetables
da46a829-dbe0-4375-b24e-5aab7de35060,2026-02-19 01:27:15.237235+00,White Corn,150,kg,Vegetables
dd70dc36-3e66-4159-93df-c241a1ae25ab,2026-05-06 05:05:35.717012+00,"Rock salt ",45,Pack,Food
df704531-3e33-4b52-8335-143dced1a996,2026-02-18 16:26:54.512287+00,Green Ice Lettuce,190,kg,Vegetables
e09c0f9e-cc9e-4772-a9d2-d230acd08f96,2026-02-19 01:30:31.222721+00,Pure Honey (long neck),230,bottle,Food
e0cd4a3c-0e4c-415c-a4a4-362946c61246,2026-05-06 05:06:42.569561+00,Asin(rocksalt),45,Pack,Food
e0e9bb51-9828-432d-9207-df8efd287683,2026-02-18 16:30:14.449063+00,Luya (Local),210,kg,Vegetables
e8003f5d-8585-45cd-8b8b-55e17d7e57d9,2026-02-18 16:28:51.200256+00,Labanos,190,kg,Vegetables
e91952fd-855f-4a06-9e13-d5fc99cd32c9,2026-02-19 01:26:11.934416+00,Sitaw Green,30,tali,Vegetables
eac3029a-d262-4ea7-ba22-4830b7e40c40,2026-03-04 06:44:57.15533+00,Tuyo salinas,350,Kg.,Food
ee2bcd25-62dd-44cb-9d30-e9154c9134b5,2026-02-19 01:25:41.29995+00,Sili Labuyo,150,kg,Vegetables
ee77a6cb-f08f-40f7-8486-65b077a80ed0,2026-02-18 16:26:28.729866+00,Fresh Turmeric,110,kg,Vegetables
f0e12195-d34d-4d47-8e5e-a497228aeae5,2026-05-07 02:05:39.575731+00,Spinach local(from the farm),35,Tali,Vegetables
f1130b94-4b70-4ad9-b430-6a03b740d62d,2026-02-18 16:25:08.952326+00,Carrots (Imported),160,kg,Vegetables
f47842dd-fa0d-41fb-a7d6-b08afe174d22,2026-02-18 16:27:59.744095+00,Kamatis,95,kg,Vegetables
f7a2fa52-8fe1-4cba-b0f8-b68d3b60797b,2026-03-04 01:06:04.544393+00,Mangga hinog,150,Kg.,Fruits
f93c0093-f0f9-4a0e-bf9f-31ce5ba2e784,2026-02-18 16:28:41.837201+00,Kinchay,250,kg,Vegetables
f9e26a52-aacd-4449-8d1d-0cd3c98b06db,2026-03-11 00:12:30.098188+00,Kiat kiat,110,Kg,Fruits
fc17280b-9f98-4d66-a416-56cf7dfdda83,2026-03-04 01:51:52.485431+00,Star apple,150,Kg.,Fruits
fc65df91-77a8-4b05-81c5-f255b186c8f5,2026-02-18 16:32:17.829362+00,Papaya Green,50,kg,Vegetables
fc8af819-f62f-4287-a93d-aecd2b94dd18,2026-02-19 01:24:27.570798+00,Onion (Red Local),120,kg,Vegetables
